Bölüm,KaynakURL,Tarih Tarih,Anket şirketi Anket şirketi,Örneklem Örneklem,CHP Unnamed: 3_level_1,AKP Unnamed: 4_level_1,İYİ Unnamed: 5_level_1,DEM Unnamed: 6_level_1,MHP Unnamed: 7_level_1,Diğerleri Diğerleri,Kararsız Kararsız,Fark Fark,İYİ Unnamed: 4_level_1,AKP Unnamed: 5_level_1,ZP Unnamed: 7_level_1,YRP Unnamed: 8_level_1,MHP Unnamed: 3_level_1,CHP Unnamed: 5_level_1,AKP Unnamed: 3_level_1,CHP Unnamed: 4_level_1,TİP Unnamed: 5_level_1,İYİ Unnamed: 6_level_1,DP Unnamed: 7_level_1,DEM Unnamed: 5_level_1,DEM Unnamed: 7_level_1,ZP Unnamed: 9_level_1,SP Unnamed: 4_level_1,ZP Unnamed: 6_level_1,YRP Unnamed: 5_level_1,BBP Unnamed: 6_level_1,DSP Unnamed: 4_level_1,TKP Unnamed: 6_level_1,TİP Unnamed: 7_level_1,SOL Unnamed: 8_level_1,BBP Unnamed: 4_level_1,DP Unnamed: 5_level_1,DEM Unnamed: 8_level_1,CHP Unnamed: 6_level_1,BBP Unnamed: 5_level_1,SP Unnamed: 5_level_1,TİP Unnamed: 4_level_1,DSP Unnamed: 6_level_1,YRP Unnamed: 4_level_1,MHP Unnamed: 5_level_1,MHP Unnamed: 4_level_1,YRP Unnamed: 7_level_1,ZP Unnamed: 8_level_1,HDP Unnamed: 8_level_1,HDP Unnamed: 3_level_1,İYİ Unnamed: 7_level_1,Bağ. Unnamed: 9_level_1,DEVA Unnamed: 7_level_1,YRP Unnamed: 6_level_1,İYİ Unnamed: 3_level_1,SP Unnamed: 7_level_1,GP Unnamed: 6_level_1,MHP Unnamed: 6_level_1,Unnamed: 10_level_0 Unnamed: 10_level_1,Unnamed: 11_level_0 Unnamed: 11_level_1,Unnamed: 12_level_0 Unnamed: 12_level_1,Unnamed: 13_level_0 Unnamed: 13_level_1,Unnamed: 14_level_0 Unnamed: 14_level_1,Unnamed: 9_level_0 Unnamed: 9_level_1,HÜDA Unnamed: 6_level_1,CHP Unnamed: 7_level_1,İYİ Unnamed: 8_level_1,HÜDA Unnamed: 9_level_1,İYİP Unnamed: 5_level_1,İYİP Unnamed: 4_level_1,MHP Unnamed: 8_level_1,Bağ. Unnamed: 7_level_1,DP Unnamed: 4_level_1,TİP Unnamed: 8_level_1,Fark Unnamed: 10_level_1,Bağ. Unnamed: 5_level_1,MP Unnamed: 8_level_1,ZP Unnamed: 5_level_1,İYİ Unnamed: 9_level_1,YRP Unnamed: 9_level_1,Bağ. Unnamed: 3_level_1
Kars,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,2024,2024,,,,,,2024,,,,,,,,,,,,,,,,,,,2024,,,,,2024,,,2024.0,,,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kars,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,41.224,,,,,,13,—,3,,,,,,221,,,,,,,,,,,,,,,,,,,—,,,,,184,,,265.0,,,,295,22,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malatya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,,,,,30,—,202,,,,,,,451,249,,—,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malatya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.527,,,,,,91,—,177,,,,,,,455,268,,21,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malatya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,,,,,,46,—,52,,,,,,,414,362,,—,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malatya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,10-15 Mart,DENGE,4.306,,,,,,4,—,425,,,,,,,627,202,,2,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malatya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-6 Mar,MAK,1.530,,,,,,5,6,18,,,,,,,40,22,,3,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malatya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,2024,2024,,,,,,,2024,2024,,2024,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malatya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,463.826,,,,,,84,—,452,,,,,,,684,232,,—,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-26 Mart,ADA,1.500,,343,,,,149,,165,,,,,,—,,,,—,,,508,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,265,,,,206,,264,,,,,,—,,,,—,,,529,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,1.444,,295,,,,78,,293,,,,,,39,,,,—,,,588,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-7 Mar,MAK,1.420,,31,,,,10,,17,,,,,,3,,,,3,,,48,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,2024,,,,2024,,2024,,,,,,2024,,,,2024,,,2024,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,483.905,,405,,,,—,,133,,,,,,19,,,,11,,,—,,,,,,,,,,,,,,,,,,,,,,,,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,461.0,352,—,—,,187,—,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.823,409.0,413,86,48,,8,—,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-23 Mart,Optimar,2.000,432.0,440,42,35,,26,—,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-19 Mart,ORC,2.900,411.0,419,64,39,,22,—,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,4.432,509.0,326,53,66,,18,—,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-18 Mart,ALF,2.720,374.0,389,78,46,,21,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,13-16 Mart,Piar,2.060,405.0,431,75,5,,39,—,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-5 Mar,MAK,1.740,42.0,36,7,3,,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-28 Şubat,ADA,1.500,465.0,397,59,41,,38,—,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-25 Şubat,ASAL,1.500,428.0,364,85,62,,29,—,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,2024.0,2024,2024,2024,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydın,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,683.704,539.0,437,—,—,,23,—,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,GENAR,?,,,,,,4,—,21,77,,,,,328,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,,,,,—,—,2,—,,,,,421,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23-25 Mart,ORC,2.260,,,,,,89,—,25,74,,,,,431,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,1.736,,,,,,72,—,23,92,,,,,391,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,6-11 Mart,ALF,2.500,,,,,,49,72,28,79,,,,,414,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,5-9 Mart,ORC,2.100,,,,,,31,98,4,53,,,,,402,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-5 Mart,ADA,1.500,,,,,,61,—,140,51,,,,,374,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23 Şub-6 Mar,MAK,1.580,,,,,,10,5,16,15,,,,,26,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26 Şub-1 Mar,ASAL,1.350,,,,,,88,—,55,109,,,,,36,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,2024,2024,2024,,,,,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,636.308,,,,,,55,—,67,439,,,,,—,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,29-30 Mart,BETİMAR,3.722,409.0,406,66,53,,36,—,3,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-28 Mart,Özdemir,2.409,434.0,419,44,36,,35,—,15,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-28 Mart,ORC,3.220,449.0,362,106,38,,45,—,87,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23-26 Mart,AREA,3.066,424.0,387,8,65,,19,—,37,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,504.0,321,—,—,,175,—,183,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.473,437.0,376,91,48,,21,—,61,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,9-17 Mart,ASAL,2.000,455.0,358,69,53,,43,—,97,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-16 Mart,Piar,2.900,504.0,375,47,52,,22,—,129,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,424.0,388,65,72,,51,—,36,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,11-13 Mart,Özdemir,5.289,367.0,344,66,73,,50,—,23,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-3 Mar,MAK,3.550,48.0,31,7,4,,4,4,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,5.400,401.0,312,136,55,,31,65,89,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,11-14 Şubat,ALF,2.200,407.0,323,71,46,,25,106,84,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-3 Şubat,ORC,2.650,382.0,347,86,59,,21,86,35,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,2024.0,2024,2024,2024,,2024,2024,2024,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-19 Aralık,ALF,2.700,492.0,345,63,65,,—,35,147,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2023,2023,2023,2023.0,2023,2023,2023,,2023,2023,2023,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,2.667.297,581.0,387,—,—,,42,—,194,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,640.0,572.0,125,108,42,,20,133,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,2024,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,60.745,672.0,269,—,—,,59,—,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,1020.0,385.0,340,60,68,,22,125,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,2024,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,236.339,551.0,411,—,—,,38,—,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,1140.0,433.0,270,86,51,,30,130,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,2024,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,325.344,575.0,382,—,—,,43,—,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-28 Mart,ORC,1.8,322.0,263,307,68,,4,—,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,1.42,295.0,279,211,72,,21,122,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,2024,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,365.061,496.0,442,—,—,,62,—,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,510.0,559.0,167,109,64,,29,72,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,2024,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,49.386,794.0,160,—,—,,46,—,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-28 Mart,ORC,1.1,,—,,,,82,,36,,,,,,,,,,,,,52,,,,,,,,,,,,,246,,,,,,292,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,2024,,,,2024,,2024,,,,,,,,,,,,,2024,,,,,,,,,,,,,2024,,,,,,2024,,,,,,,,,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,55.331,,43,,,,11,,3,,,,,,,,,,,,,—,,,,,,,,,,,,,—,,,,,,—,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-28 Mart,ORC,1.14,468.0,403,33,57,,39,—,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,720.0,401.0,326,53,55,,15,147,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,2024,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,
İzmir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,127.879,524.0,452,—,—,,24,—,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-26 Mart,ADA,1.500,,,,,,67,—,14,63,,,,442.0,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,,,,,162,—,4,—,,,,421.0,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,
