İl,Kaynak_URL,Tarih,Anket_Şirketi,Örneklem,AKP,CHP,İYİ,MHP,HDP,Kararsız,DEM,Fark
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,3-19 Şubat,Optimar,7.0,,,,,66.0,,41.0,
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,789.75,,,,,2.0,,32.0,
Kırıkkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,16-17 Mart,Bey Ajans,3.5,,,34.0,,5.0,,17.0,
Kırıkkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-24 Şubat,ALF,1.503,,,84.0,,37.0,101.0,61.0,
Kırıkkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,108.449,,,317.0,,28.0,,103.0,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,,,,,31.0,,356.0,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.497,,,,,98.0,,511.0,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-24 Mart,TÜSİAR,2.462,,,,,103.0,,264.0,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.5,,,,,124.0,,355.0,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-5 Mar,MAK,1.63,,,,,90.0,5.0,46.0,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Ekim,TÜSİAR,7.119,,,,,173.0,8.0,296.0,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Eylül,ASAL,1.246,,,,,3.0,51.0,392.0,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2023,2023,2023.0,,,,,2023.0,2023.0,2023.0,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,,,,,,93.0,,503.0,
Nevşehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-23 Mart,ORC,1.5,,,346.0,,11.0,,78.0,
Nevşehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-21 Mart,ALF,1.35,,,446.0,,56.0,,164.0,
Nevşehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2-4 Mart,ORC,1.12,,,306.0,,25.0,78.0,65.0,
Nevşehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,58.212,,,103.0,,39.0,,172.0,
Niğde,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-27 Mart,TÜSİAR,1.673,,,,,48.0,,228.0,
Niğde,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-23 Şubat,Optimar,1.5,,,,,25.0,,394.0,
Niğde,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,75.49,,,,,17.0,,9.0,
Niğde,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Mart,ORC,1.16,,,,,45.0,,56.0,
Niğde,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,23.423,,,91.0,,9.0,,59.0,
Sivas,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Optimar,1.0,,,,,11.0,,63.0,
Sivas,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,19-21 Mart,ORC,1.4,,,,,41.0,,73.0,
Sivas,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,189.036,,,,,19.0,,129.0,
Bolu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,4.015,562.0,291.0,,,13.0,,271.0,
Bolu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14-17 Mart,Ank-ar,1.53,558.0,219.0,,,33.0,,339.0,
Bolu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,94.288,527.0,447.0,,,26.0,,8.0,
Düzce,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-23 Mart,ORC,1.15,,,,,46.0,,12.0,
Düzce,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,93.973,,,,,33.0,,192.0,
Giresun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-23 Mart,KODAR,1.926,,,,,41.0,,46.0,
Giresun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,19-22 Mart,Ank-Ar,1.506,,,,,41.0,,8.0,
Giresun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,62.185,,,,,27.0,,5.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,29 Mart,Özdemir,2.174,,,413.0,,69.0,,47.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-26 Mart,ADA,1.5,,,332.0,,23.0,,135.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,,,281.0,,269.0,,169.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.194,,,39.0,,3.0,,17.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,2.4,,,386.0,,19.0,64.0,68.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-24 Mart,ALF,2.2,,,393.0,,7.0,,26.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-22 Mart,Pollstar,3.0,,,394.0,,58.0,,51.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14-19 Mart,DENGE,2.0,,,332.0,,9.0,,146.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,11-14 Mart,KODAR,5.222,,,413.0,,35.0,41.0,37.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,6-12 Mart,ASAL,1.5,,,416.0,,32.0,,11.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,1.1,,,341.0,,56.0,118.0,53.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24 Şub-6 Mar,MAK,1.18,,,39.0,,60.0,5.0,3.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-28 Şubat,ADA,7.5,,,297.0,,9.0,,221.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24-27 Şubat,ORC,1.93,,,332.0,,3.0,98.0,25.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,474.904,,,,,,,308.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,1.1,,,138.0,,21.0,65.0,39.0,
Ordu,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,115.617,,,,,68.0,,78.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,1.1,,,,,16.0,64.0,233.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,ALF,2.5,,,,,48.0,,97.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,3.324,,,,,37.0,,147.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,,,,,268.0,,264.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.209,,,,,35.0,,209.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17 Mart,KODAR,4.028,,,,,57.0,,189.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2-6 Mart,ASAL,1.6,,,,,51.0,,156.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-5 Mart,ADA,1.5,,,,,2.0,,200.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23 Şub-5 Mar,MAK,2.05,,,,,7.0,5.0,25.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,SONAR,3.83,,,,,44.0,,284.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24-27 Şubat,ORC,2.29,,,,,28.0,47.0,81.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,793.971,,,,,211.0,,221.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-18 Mart,ALF,980.0,,,,,35.0,,33.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,17.401,,,,,35.0,,204.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,16-18 Mart,ALF,1.4,331.0,271.0,345.0,,,,14.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,111.742,484.0,474.0,,,,42.0,1.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ALF,1.01,,,,,41.0,,233.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,26.06,,,,,153.0,,271.0,
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,1.5,,35.0,,,3.0,5.0,,4.0
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ALF,1.3,,350.0,,,46.0,,,37.0
Samsun,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,183.842,,446.0,,,45.0,,,63.0
Sinop,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,GENAR,,408.0,428.0,107.0,,26.0,,2.0,
Sinop,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14-15 Mart,Ank-ar,1.206,461.0,358.0,102.0,,58.0,,103.0,
Sinop,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,29.33,566.0,404.0,,,3.0,,162.0,
Trabzon,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,,,,,286.0,,272.0,
Trabzon,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.039,,,,,52.0,,342.0,
Trabzon,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.5,,,,,19.0,,403.0,
Trabzon,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,3 Mart,KODAR,4.337,,,,,3.0,,329.0,
Trabzon,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22 Şub-5 Mar,MAK,1.23,,,,,100.0,5.0,40.0,
Trabzon,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24 Şub-1 Mar,ASAL,1.28,,,,,39.0,,355.0,
Trabzon,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,GENAR,,,,,,27.0,,465.0,
Trabzon,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24-27 Şubat,ORC,1.65,,,,,35.0,111.0,234.0,
Trabzon,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,475.451,,,,,59.0,,351.0,
Tokat,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,KODAR,1878.0,,,24.0,,12.0,,74.0,
Tokat,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,83.152,,,204.0,,,,208.0,
Zonguldak,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14 Mart,KODAR,1.428,,,,,47.0,,43.0,
Zonguldak,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,59.095,,,,,32.0,,34.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-27 Mart,ORC,1.79,,,,,52.0,,26.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,,,,,146.0,,18.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-25 Mart,SAROS,1.947,,,,,78.0,,38.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-25 Mart,İVEM,1.934,,,,,40.0,,9.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.182,,,,,37.0,,2.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,GENAR,,,,,,31.0,,3.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14-18 Mart,Aksoy,2.4,,,,7.0,22.0,,58.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.5,,,,,56.0,,25.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24 Şub-5 Mar,MAK,990.0,,,,5.0,3.0,5.0,6.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,3.851,,,,15.0,36.0,,43.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,1.8,,,,,27.0,,26.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,16-24 Şubat,ASAL,1.08,,,,15.0,74.0,,21.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2-3 Şubat,Gezici,8.124,,,,6.0,3.0,,51.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Aralık,ALF,1.9,,,,34.0,51.0,,67.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2023,2023,2023.0,,,,2023.0,2023.0,2023.0,2023.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,785.432,,,,,57.0,,13.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,2.866,,,,,17.0,,26.0,
Balıkesir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,110.887,,,,,5.0,,144.0,
Bilecik,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,11-15 Mart,ALF,1.28,407.0,392.0,,,29.0,83.0,15.0,
Bilecik,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,32.512,506.0,42.0,,,24.0,,86.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-29 Mart,Özdemir,2.4,,,27.0,,30.0,,69.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-26 Mart,ALF,3.4,,,23.0,,7.0,,28.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,,,,,164.0,,14.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.416,,,33.0,,26.0,,13.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-25 Mart,SAROS,2.918,,,61.0,,47.0,,36.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-23 Mart,İVEM,1.945,,,49.0,,40.0,,22.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-21 Mart,Aksoy,2.4,,,14.0,,21.0,,93.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ORC,7.14,,,39.0,,49.0,,35.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-18 Mart,Pollstar,4.7,,,57.0,,51.0,,68.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-17 Mart,ASAL,1.4,,,3.0,,52.0,,17.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.5,,,32.0,,37.0,,27.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,11-14 Mart,Aksoy,1.067,,,26.0,,38.0,,64.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-14 Mart,ALF,9.7,,,36.0,,71.0,,13.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-5 Mar,MAK,2.37,,,2.0,,30.0,,4.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-24 Şubat,Özdemir,2.363,,,29.0,,11.0,,117.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-29 Ocak,ORC,5.2,,,54.0,,25.0,,31.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,,,,,,34.0,,26.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,8-13 Mart,ALF,1.43,392.0,375.0,89.0,,22.0,39.0,17.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,68.546,472.0,423.0,,,105.0,,49.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ORC,1.29,,,,,25.0,,357.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,154.536,,,,,58.0,,409.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ORC,1.15,,,,,35.0,64.0,32.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,8-13 Mart,ALF,1.15,,,,,18.0,,21.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,29.739,,,,,35.0,,49.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ORC,1.35,361.0,349.0,135.0,,68.0,,12.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,62.978,534.0,418.0,,,34.0,,116.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ORC,1.62,478.0,36.0,47.0,,42.0,,118.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,267.881,621.0,351.0,,,28.0,,27.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,8-13 Mart,ALF,2.26,,,75.0,,17.0,83.0,64.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,519.846,,,,,4.0,,5.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,8-13 Mart,ALF,1.29,,,,,15.0,85.0,182.0,
Bursa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,34.687,,,,,12.0,,78.0,
Çanakkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-24 Mart,ALF,1.56,351.0,184.0,385.0,,8.0,,34.0,
Çanakkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-23 Mart,ORC,1.5,357.0,176.0,381.0,,86.0,,24.0,
Çanakkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Bulgu,1.2,406.0,297.0,238.0,,60.0,,109.0,
Çanakkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,6-9 Mart,ORC,1.36,331.0,217.0,342.0,,3.0,8.0,12.0,
Çanakkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,76.037,607.0,356.0,,,37.0,,251.0,
Edirne,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,GENAR,,323.0,465.0,158.0,,49.0,,142.0,
Edirne,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-24 Mart,ORC,1.48,222.0,352.0,373.0,,53.0,,21.0,
Edirne,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-23 Mart,ALF,1.455,21.0,355.0,389.0,,46.0,,34.0,
Edirne,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,Ank-Ar,2.125,21.0,292.0,284.0,,85.0,129.0,8.0,
Edirne,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,9-11 Mart,Gezici,,456.0,387.0,117.0,,40.0,,69.0,
Edirne,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,7-8 Mart,ORC,1.34,237.0,303.0,280.0,,126.0,54.0,23.0,
Edirne,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,94.471,449.0,408.0,,,143.0,,41.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,30 Mart,BETİMAR,5.729,480.0,383.0,,,14.0,,97.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,29-30 Mart,Areda Survey,10.983,422.0,429.0,,,2.0,,7.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-29 Mart,Özdemir,2.736,449.0,384.0,,,20.0,,65.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,2.9,441.0,404.0,,,2.0,13.0,37.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-29 Mart,SONAR,4.288,473.0,404.0,,,12.0,,69.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-28 Mart,Aksoy,2.4,499.0,369.0,,,26.0,,13.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-28 Mart,İVEM,3.006,481.0,402.0,,,16.0,,79.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24-28 Mart,ORC,4.35,424.0,413.0,,,32.0,,11.0,
